,userId,COURSENAME,TECHSTACK,skills,combined
267,Employee_34,"Microsoft Certified: Azure Data Scientist Associate, Microsoft Certified: Azure Data Scientist Associate, Certified ScrumMaster (CSM), Certified ScrumMaster (CSM), Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA)","PHP, Swift, User Research, PHP, Swift, User Research, SQL, Data Visualization, .NET, SQL, Data Visualization, .NET, Data Science, PHP, Objective-C, Data Science, PHP, Objective-C","Swift, Vue.js","Microsoft Certified: Azure Data Scientist Associate, Microsoft Certified: Azure Data Scientist Associate, Certified ScrumMaster (CSM), Certified ScrumMaster (CSM), Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA) PHP, Swift, User Research, PHP, Swift, User Research, SQL, Data Visualization, .NET, SQL, Data Visualization, .NET, Data Science, PHP, Objective-C, Data Science, PHP, Objective-C Swift, Vue.js"
268,Employee_340,"AWS Certified Machine Learning  Specialty, AWS Certified Machine Learning  Specialty, AWS Certified Machine Learning  Specialty, AWS Certified Machine Learning  Specialty, AWS Certified Machine Learning  Specialty, AWS Certified Machine Learning  Specialty, AWS Certified Machine Learning  Specialty, AWS Certified Machine Learning  Specialty, AWS Certified Machine Learning  Specialty, Red Hat Certified JBoss Developer (RHCJD), Red Hat Certified JBoss Developer (RHCJD), Red Hat Certified JBoss Developer (RHCJD), Red Hat Certified JBoss Developer (RHCJD), Red Hat Certified JBoss Developer (RHCJD), Red Hat Certified JBoss Developer (RHCJD), Red Hat Certified JBoss Developer (RHCJD), Red Hat Certified JBoss Developer (RHCJD), Red Hat Certified JBoss Developer (RHCJD)","Communication, Continuous Integration, Information Security, Communication, Continuous Integration, Information Security, Communication, Continuous Integration, Information Security, Communication, Continuous Integration, Information Security, Communication, Continuous Integration, Information Security, Communication, Continuous Integration, Information Security, Communication, Continuous Integration, Information Security, Communication, Continuous Integration, Information Security, Communication, Continuous Integration, Information Security, RESTful API, Artificial Intelligence, Node.js, RESTful API, Artificial Intelligence, Node.js, RESTful API, Artificial Intelligence, Node.js, RESTful API, Artificial Intelligence, Node.js, RESTful API, Artificial Intelligence, Node.js, RESTful API, Artificial Intelligence, Node.js, RESTful API, Artificial Intelligence, Node.js, RESTful API, Artificial Intelligence, Node.js, RESTful API, Artificial Intelligence, Node.js","Objective-C, Responsive Design, Penetration Testing, Ruby, Artificial Intelligence, Containerization, Continuous Deployment, Technical Writing, .NET","AWS Certified Machine Learning  Specialty, AWS Certified Machine Learning  Specialty, AWS Certified Machine Learning  Specialty, AWS Certified Machine Learning  Specialty, AWS Certified Machine Learning  Specialty, AWS Certified Machine Learning  Specialty, AWS Certified Machine Learning  Specialty, AWS Certified Machine Learning  Specialty, AWS Certified Machine Learning  Specialty, Red Hat Certified JBoss Developer (RHCJD), Red Hat Certified JBoss Developer (RHCJD), Red Hat Certified JBoss Developer (RHCJD), Red Hat Certified JBoss Developer (RHCJD), Red Hat Certified JBoss Developer (RHCJD), Red Hat Certified JBoss Developer (RHCJD), Red Hat Certified JBoss Developer (RHCJD), Red Hat Certified JBoss Developer (RHCJD), Red Hat Certified JBoss Developer (RHCJD) Communication, Continuous Integration, Information Security, Communication, Continuous Integration, Information Security, Communication, Continuous Integration, Information Security, Communication, Continuous Integration, Information Security, Communication, Continuous Integration, Information Security, Communication, Continuous Integration, Information Security, Communication, Continuous Integration, Information Security, Communication, Continuous Integration, Information Security, Communication, Continuous Integration, Information Security, RESTful API, Artificial Intelligence, Node.js, RESTful API, Artificial Intelligence, Node.js, RESTful API, Artificial Intelligence, Node.js, RESTful API, Artificial Intelligence, Node.js, RESTful API, Artificial Intelligence, Node.js, RESTful API, Artificial Intelligence, Node.js, RESTful API, Artificial Intelligence, Node.js, RESTful API, Artificial Intelligence, Node.js, RESTful API, Artificial Intelligence, Node.js Objective-C, Responsive Design, Penetration Testing, Ruby, Artificial Intelligence, Containerization, Continuous Deployment, Technical Writing, .NET"
269,Employee_341,"Certified Cloud Security Professional (CCSP), Certified Cloud Security Professional (CCSP), Certified Cloud Security Professional (CCSP), Certified Cloud Security Professional (CCSP), Certified Cloud Security Professional (CCSP), Certified Cloud Security Professional (CCSP), Certified Cloud Security Professional (CCSP), Certified Cloud Security Professional (CCSP), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Docker Certified Associate (DCA), Docker Certified Associate (DCA), Docker Certified Associate (DCA), Docker Certified Associate (DCA), Docker Certified Associate (DCA), Docker Certified Associate (DCA), Docker Certified Associate (DCA), Docker Certified Associate (DCA)","Git, DevOps, C#, Git, DevOps, C#, Git, DevOps, C#, Git, DevOps, C#, Git, DevOps, C#, Git, DevOps, C#, Git, DevOps, C#, Git, DevOps, C#, Flask, Leadership, Behavior-Driven Development, Flask, Leadership, Behavior-Driven Development, Flask, Leadership, Behavior-Driven Development, Flask, Leadership, Behavior-Driven Development, Flask, Leadership, Behavior-Driven Development, Flask, Leadership, Behavior-Driven Development, Flask, Leadership, Behavior-Driven Development, Flask, Leadership, Behavior-Driven Development, Behavior-Driven Development, NoSQL, Business Analysis, Behavior-Driven Development, NoSQL, Business Analysis, Behavior-Driven Development, NoSQL, Business Analysis, Behavior-Driven Development, NoSQL, Business Analysis, Behavior-Driven Development, NoSQL, Business Analysis, Behavior-Driven Development, NoSQL, Business Analysis, Behavior-Driven Development, NoSQL, Business Analysis, Behavior-Driven Development, NoSQL, Business Analysis",".NET, Test-Driven Development, Data Analysis, Troubleshooting, Continuous Deployment, Scrum, Flask, Azure","Certified Cloud Security Professional (CCSP), Certified Cloud Security Professional (CCSP), Certified Cloud Security Professional (CCSP), Certified Cloud Security Professional (CCSP), Certified Cloud Security Professional (CCSP), Certified Cloud Security Professional (CCSP), Certified Cloud Security Professional (CCSP), Certified Cloud Security Professional (CCSP), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Docker Certified Associate (DCA), Docker Certified Associate (DCA), Docker Certified Associate (DCA), Docker Certified Associate (DCA), Docker Certified Associate (DCA), Docker Certified Associate (DCA), Docker Certified Associate (DCA), Docker Certified Associate (DCA) Git, DevOps, C#, Git, DevOps, C#, Git, DevOps, C#, Git, DevOps, C#, Git, DevOps, C#, Git, DevOps, C#, Git, DevOps, C#, Git, DevOps, C#, Flask, Leadership, Behavior-Driven Development, Flask, Leadership, Behavior-Driven Development, Flask, Leadership, Behavior-Driven Development, Flask, Leadership, Behavior-Driven Development, Flask, Leadership, Behavior-Driven Development, Flask, Leadership, Behavior-Driven Development, Flask, Leadership, Behavior-Driven Development, Flask, Leadership, Behavior-Driven Development, Behavior-Driven Development, NoSQL, Business Analysis, Behavior-Driven Development, NoSQL, Business Analysis, Behavior-Driven Development, NoSQL, Business Analysis, Behavior-Driven Development, NoSQL, Business Analysis, Behavior-Driven Development, NoSQL, Business Analysis, Behavior-Driven Development, NoSQL, Business Analysis, Behavior-Driven Development, NoSQL, Business Analysis, Behavior-Driven Development, NoSQL, Business Analysis .NET, Test-Driven Development, Data Analysis, Troubleshooting, Continuous Deployment, Scrum, Flask, Azure"
270,Employee_342,"Microsoft Certified: Azure Data Scientist Associate, Microsoft Certified: Azure Data Scientist Associate","Microservices, GraphQL, CSS, Microservices, GraphQL, CSS","Collaboration, Docker","Microsoft Certified: Azure Data Scientist Associate, Microsoft Certified: Azure Data Scientist Associate Microservices, GraphQL, CSS, Microservices, GraphQL, CSS Collaboration, Docker"
271,Employee_343,Certified Analytics Professional (CAP),"Continuous Integration, Ruby, Docker",Technical Writing,"Certified Analytics Professional (CAP) Continuous Integration, Ruby, Docker Technical Writing"
272,Employee_344,"Microsoft Certified: Power Platform Solution Architect Expert, Microsoft Certified: Power Platform Solution Architect Expert, Microsoft Certified: Power Platform Solution Architect Expert, Microsoft Certified: Power Platform Solution Architect Expert, Microsoft Certified: Power Platform Solution Architect Expert, Microsoft Certified: Azure DevOps Engineer Expert, Microsoft Certified: Azure DevOps Engineer Expert, Microsoft Certified: Azure DevOps Engineer Expert, Microsoft Certified: Azure DevOps Engineer Expert, Microsoft Certified: Azure DevOps Engineer Expert, Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Network Defender (CND), Certified Network Defender (CND), Certified Network Defender (CND), Certified Network Defender (CND), Certified Network Defender (CND), Juniper Networks Certified Internet Specialist (JNCIS), Juniper Networks Certified Internet Specialist (JNCIS), Juniper Networks Certified Internet Specialist (JNCIS), Juniper Networks Certified Internet Specialist (JNCIS), Juniper Networks Certified Internet Specialist (JNCIS)","Cryptography, Problem Solving, Network Security, Cryptography, Problem Solving, Network Security, Cryptography, Problem Solving, Network Security, Cryptography, Problem Solving, Network Security, Cryptography, Problem Solving, Network Security, Interaction Design, NoSQL, DevOps, Interaction Design, NoSQL, DevOps, Interaction Design, NoSQL, DevOps, Interaction Design, NoSQL, DevOps, Interaction Design, NoSQL, DevOps, DevOps, Python, Artificial Intelligence, DevOps, Python, Artificial Intelligence, DevOps, Python, Artificial Intelligence, DevOps, Python, Artificial Intelligence, DevOps, Python, Artificial Intelligence, Docker, Containerization, Django, Docker, Containerization, Django, Docker, Containerization, Django, Docker, Containerization, Django, Docker, Containerization, Django, CI/CD, .NET, Penetration Testing, CI/CD, .NET, Penetration Testing, CI/CD, .NET, Penetration Testing, CI/CD, .NET, Penetration Testing, CI/CD, .NET, Penetration Testing","Prototyping, Prototyping, HTML, Java, Python, CI/CD","Microsoft Certified: Power Platform Solution Architect Expert, Microsoft Certified: Power Platform Solution Architect Expert, Microsoft Certified: Power Platform Solution Architect Expert, Microsoft Certified: Power Platform Solution Architect Expert, Microsoft Certified: Power Platform Solution Architect Expert, Microsoft Certified: Azure DevOps Engineer Expert, Microsoft Certified: Azure DevOps Engineer Expert, Microsoft Certified: Azure DevOps Engineer Expert, Microsoft Certified: Azure DevOps Engineer Expert, Microsoft Certified: Azure DevOps Engineer Expert, Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Kubernetes Application Developer (CKAD), Certified Network Defender (CND), Certified Network Defender (CND), Certified Network Defender (CND), Certified Network Defender (CND), Certified Network Defender (CND), Juniper Networks Certified Internet Specialist (JNCIS), Juniper Networks Certified Internet Specialist (JNCIS), Juniper Networks Certified Internet Specialist (JNCIS), Juniper Networks Certified Internet Specialist (JNCIS), Juniper Networks Certified Internet Specialist (JNCIS) Cryptography, Problem Solving, Network Security, Cryptography, Problem Solving, Network Security, Cryptography, Problem Solving, Network Security, Cryptography, Problem Solving, Network Security, Cryptography, Problem Solving, Network Security, Interaction Design, NoSQL, DevOps, Interaction Design, NoSQL, DevOps, Interaction Design, NoSQL, DevOps, Interaction Design, NoSQL, DevOps, Interaction Design, NoSQL, DevOps, DevOps, Python, Artificial Intelligence, DevOps, Python, Artificial Intelligence, DevOps, Python, Artificial Intelligence, DevOps, Python, Artificial Intelligence, DevOps, Python, Artificial Intelligence, Docker, Containerization, Django, Docker, Containerization, Django, Docker, Containerization, Django, Docker, Containerization, Django, Docker, Containerization, Django, CI/CD, .NET, Penetration Testing, CI/CD, .NET, Penetration Testing, CI/CD, .NET, Penetration Testing, CI/CD, .NET, Penetration Testing, CI/CD, .NET, Penetration Testing Prototyping, Prototyping, HTML, Java, Python, CI/CD"
273,Employee_345,"Docker Certified Associate (DCA), Docker Certified Associate (DCA), Docker Certified Associate (DCA)","Cryptography, Data Science, Network Security, Cryptography, Data Science, Network Security, Cryptography, Data Science, Network Security","CI/CD, Information Security, Agile Product Management, CI/CD","Docker Certified Associate (DCA), Docker Certified Associate (DCA), Docker Certified Associate (DCA) Cryptography, Data Science, Network Security, Cryptography, Data Science, Network Security, Cryptography, Data Science, Network Security CI/CD, Information Security, Agile Product Management, CI/CD"
274,Employee_346,"Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, AWS Certified Developer  Associate, AWS Certified Developer  Associate, AWS Certified Developer  Associate, AWS Certified Developer  Associate, AWS Certified Developer  Associate, AWS Certified Developer  Associate, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert, GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE)","Agile Methodologies, PostgreSQL, Machine Learning, Agile Methodologies, PostgreSQL, Machine Learning, Agile Methodologies, PostgreSQL, Machine Learning, Agile Methodologies, PostgreSQL, Machine Learning, Agile Methodologies, PostgreSQL, Machine Learning, Agile Methodologies, PostgreSQL, Machine Learning, .NET, Flask, Technical Writing, .NET, Flask, Technical Writing, .NET, Flask, Technical Writing, .NET, Flask, Technical Writing, .NET, Flask, Technical Writing, .NET, Flask, Technical Writing, JavaScript, MySQL, RESTful API, JavaScript, MySQL, RESTful API, JavaScript, MySQL, RESTful API, JavaScript, MySQL, RESTful API, JavaScript, MySQL, RESTful API, JavaScript, MySQL, RESTful API, Node.js, Wireframing, Business Analysis, Node.js, Wireframing, Business Analysis, Node.js, Wireframing, Business Analysis, Node.js, Wireframing, Business Analysis, Node.js, Wireframing, Business Analysis, Node.js, Wireframing, Business Analysis","Statistical Analysis, Collaboration, C#, Kotlin, React, Python","Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, AWS Certified Developer  Associate, AWS Certified Developer  Associate, AWS Certified Developer  Associate, AWS Certified Developer  Associate, AWS Certified Developer  Associate, AWS Certified Developer  Associate, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert, GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE) Agile Methodologies, PostgreSQL, Machine Learning, Agile Methodologies, PostgreSQL, Machine Learning, Agile Methodologies, PostgreSQL, Machine Learning, Agile Methodologies, PostgreSQL, Machine Learning, Agile Methodologies, PostgreSQL, Machine Learning, Agile Methodologies, PostgreSQL, Machine Learning, .NET, Flask, Technical Writing, .NET, Flask, Technical Writing, .NET, Flask, Technical Writing, .NET, Flask, Technical Writing, .NET, Flask, Technical Writing, .NET, Flask, Technical Writing, JavaScript, MySQL, RESTful API, JavaScript, MySQL, RESTful API, JavaScript, MySQL, RESTful API, JavaScript, MySQL, RESTful API, JavaScript, MySQL, RESTful API, JavaScript, MySQL, RESTful API, Node.js, Wireframing, Business Analysis, Node.js, Wireframing, Business Analysis, Node.js, Wireframing, Business Analysis, Node.js, Wireframing, Business Analysis, Node.js, Wireframing, Business Analysis, Node.js, Wireframing, Business Analysis Statistical Analysis, Collaboration, C#, Kotlin, React, Python"
275,Employee_347,"Microsoft Certified: Dynamics 365 Marketing Functional Consultant Associate, Microsoft Certified: Dynamics 365 Marketing Functional Consultant Associate","Continuous Deployment, Vue.js, Swift, Continuous Deployment, Vue.js, Swift","Agile Product Management, React","Microsoft Certified: Dynamics 365 Marketing Functional Consultant Associate, Microsoft Certified: Dynamics 365 Marketing Functional Consultant Associate Continuous Deployment, Vue.js, Swift, Continuous Deployment, Vue.js, Swift Agile Product Management, React"
276,Employee_348,Google Professional Data Engineer,"Data Science, Git, Responsive Design",SQL,"Google Professional Data Engineer Data Science, Git, Responsive Design SQL"
277,Employee_349,"Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, CompTIA Server+, CompTIA Server+, CompTIA Server+, CompTIA Server+, Microsoft Certified: Power Platform Functional Consultant Associate, Microsoft Certified: Power Platform Functional Consultant Associate, Microsoft Certified: Power Platform Functional Consultant Associate, Microsoft Certified: Power Platform Functional Consultant Associate","Statistical Analysis, Cybersecurity, Penetration Testing, Statistical Analysis, Cybersecurity, Penetration Testing, Statistical Analysis, Cybersecurity, Penetration Testing, Statistical Analysis, Cybersecurity, Penetration Testing, .NET, NoSQL, Microservices, .NET, NoSQL, Microservices, .NET, NoSQL, Microservices, .NET, NoSQL, Microservices, Angular, HTML, Java, Angular, HTML, Java, Angular, HTML, Java, Angular, HTML, Java","Technical Writing, Python, Git, Responsive Design","Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, CompTIA Server+, CompTIA Server+, CompTIA Server+, CompTIA Server+, Microsoft Certified: Power Platform Functional Consultant Associate, Microsoft Certified: Power Platform Functional Consultant Associate, Microsoft Certified: Power Platform Functional Consultant Associate, Microsoft Certified: Power Platform Functional Consultant Associate Statistical Analysis, Cybersecurity, Penetration Testing, Statistical Analysis, Cybersecurity, Penetration Testing, Statistical Analysis, Cybersecurity, Penetration Testing, Statistical Analysis, Cybersecurity, Penetration Testing, .NET, NoSQL, Microservices, .NET, NoSQL, Microservices, .NET, NoSQL, Microservices, .NET, NoSQL, Microservices, Angular, HTML, Java, Angular, HTML, Java, Angular, HTML, Java, Angular, HTML, Java Technical Writing, Python, Git, Responsive Design"
278,Employee_35,"AWS Certified Database  Specialty, AWS Certified Database  Specialty, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert","Python, Technical Writing, Test-Driven Development, Python, Technical Writing, Test-Driven Development, CI/CD, AWS, Cybersecurity, CI/CD, AWS, Cybersecurity","Continuous Integration, CSS","AWS Certified Database  Specialty, AWS Certified Database  Specialty, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert Python, Technical Writing, Test-Driven Development, Python, Technical Writing, Test-Driven Development, CI/CD, AWS, Cybersecurity, CI/CD, AWS, Cybersecurity Continuous Integration, CSS"
279,Employee_350,"Microsoft Certified: Azure AI Engineer Expert, Microsoft Certified: Azure AI Engineer Expert, Microsoft Certified: Azure AI Engineer Expert, Microsoft Certified: Azure AI Engineer Expert, Microsoft Certified: Azure AI Engineer Expert, Microsoft Certified: Azure AI Engineer Expert, Microsoft Certified: Azure AI Engineer Expert, Google Professional Machine Learning Engineer, Google Professional Machine Learning Engineer, Google Professional Machine Learning Engineer, Google Professional Machine Learning Engineer, Google Professional Machine Learning Engineer, Google Professional Machine Learning Engineer, Google Professional Machine Learning Engineer, Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA), AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals","Java, Information Security, Network Security, Java, Information Security, Network Security, Java, Information Security, Network Security, Java, Information Security, Network Security, Java, Information Security, Network Security, Java, Information Security, Network Security, Java, Information Security, Network Security, Kotlin, Accessibility, Angular, Kotlin, Accessibility, Angular, Kotlin, Accessibility, Angular, Kotlin, Accessibility, Angular, Kotlin, Accessibility, Angular, Kotlin, Accessibility, Angular, Kotlin, Accessibility, Angular, Data Visualization, Continuous Deployment, Test-Driven Development, Data Visualization, Continuous Deployment, Test-Driven Development, Data Visualization, Continuous Deployment, Test-Driven Development, Data Visualization, Continuous Deployment, Test-Driven Development, Data Visualization, Continuous Deployment, Test-Driven Development, Data Visualization, Continuous Deployment, Test-Driven Development, Data Visualization, Continuous Deployment, Test-Driven Development, Microservices, Leadership, Information Security, Microservices, Leadership, Information Security, Microservices, Leadership, Information Security, Microservices, Leadership, Information Security, Microservices, Leadership, Information Security, Microservices, Leadership, Information Security, Microservices, Leadership, Information Security, User Stories, Continuous Integration, NoSQL, User Stories, Continuous Integration, NoSQL, User Stories, Continuous Integration, NoSQL, User Stories, Continuous Integration, NoSQL, User Stories, Continuous Integration, NoSQL, User Stories, Continuous Integration, NoSQL, User Stories, Continuous Integration, NoSQL","HTML, Prototyping, Product Management, Vue.js, JavaScript, Python, Data Visualization","Microsoft Certified: Azure AI Engineer Expert, Microsoft Certified: Azure AI Engineer Expert, Microsoft Certified: Azure AI Engineer Expert, Microsoft Certified: Azure AI Engineer Expert, Microsoft Certified: Azure AI Engineer Expert, Microsoft Certified: Azure AI Engineer Expert, Microsoft Certified: Azure AI Engineer Expert, Google Professional Machine Learning Engineer, Google Professional Machine Learning Engineer, Google Professional Machine Learning Engineer, Google Professional Machine Learning Engineer, Google Professional Machine Learning Engineer, Google Professional Machine Learning Engineer, Google Professional Machine Learning Engineer, Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA), AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals Java, Information Security, Network Security, Java, Information Security, Network Security, Java, Information Security, Network Security, Java, Information Security, Network Security, Java, Information Security, Network Security, Java, Information Security, Network Security, Java, Information Security, Network Security, Kotlin, Accessibility, Angular, Kotlin, Accessibility, Angular, Kotlin, Accessibility, Angular, Kotlin, Accessibility, Angular, Kotlin, Accessibility, Angular, Kotlin, Accessibility, Angular, Kotlin, Accessibility, Angular, Data Visualization, Continuous Deployment, Test-Driven Development, Data Visualization, Continuous Deployment, Test-Driven Development, Data Visualization, Continuous Deployment, Test-Driven Development, Data Visualization, Continuous Deployment, Test-Driven Development, Data Visualization, Continuous Deployment, Test-Driven Development, Data Visualization, Continuous Deployment, Test-Driven Development, Data Visualization, Continuous Deployment, Test-Driven Development, Microservices, Leadership, Information Security, Microservices, Leadership, Information Security, Microservices, Leadership, Information Security, Microservices, Leadership, Information Security, Microservices, Leadership, Information Security, Microservices, Leadership, Information Security, Microservices, Leadership, Information Security, User Stories, Continuous Integration, NoSQL, User Stories, Continuous Integration, NoSQL, User Stories, Continuous Integration, NoSQL, User Stories, Continuous Integration, NoSQL, User Stories, Continuous Integration, NoSQL, User Stories, Continuous Integration, NoSQL, User Stories, Continuous Integration, NoSQL HTML, Prototyping, Product Management, Vue.js, JavaScript, Python, Data Visualization"
280,Employee_351,"Certified Information Systems Security Professional (CISSP), Oracle Certified Professional, Java SE Developer, Microsoft Certified: Data Analyst Associate, Microsoft Certified: Azure Data Engineer Associate, Microsoft Certified: Power BI Data Analyst Associate","Agile Methodologies, Machine Learning, React, Data Visualization, Leadership, Behavior-Driven Development, C#, RESTful API, Communication, Leadership, Kubernetes, Git, Penetration Testing, Leadership, Technical Writing",Communication,"Certified Information Systems Security Professional (CISSP), Oracle Certified Professional, Java SE Developer, Microsoft Certified: Data Analyst Associate, Microsoft Certified: Azure Data Engineer Associate, Microsoft Certified: Power BI Data Analyst Associate Agile Methodologies, Machine Learning, React, Data Visualization, Leadership, Behavior-Driven Development, C#, RESTful API, Communication, Leadership, Kubernetes, Git, Penetration Testing, Leadership, Technical Writing Communication"
